gene_id	transcript_id(s)	Control-1A	Control-2A	Control-3A	NB29-1A	NB29-2A	NB29-3A
HORVU.RGT_PLANET.PROJ.3HG00728830	transcript19154	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00728850	transcript19159	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00728860	transcript19163	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00728870	transcript19165	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00728880	transcript19182	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00728890	transcript19184	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00728900	transcript19186	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00728920	transcript19194	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00728930	transcript19203	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00728940	transcript19204	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00728950	transcript19205	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00728960	transcript19208	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00728970	transcript19209	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00728980	transcript19213	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00728990	transcript19226	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729000	transcript19232	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729010	transcript19234	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729020	transcript19235	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729030	transcript19239	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729040	transcript19240	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729050	transcript19241	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729070	transcript19260	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729080	transcript19273	1.00	0.00	0.00	0.00	2.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729090	transcript19279	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729100	transcript19281	0.00	3.00	5.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729110	transcript19282	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729120	transcript19283	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729130	transcript19285	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729150	transcript19295	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729160	transcript19298	3.00	1.00	3.00	3.00	1.00	5.00
HORVU.RGT_PLANET.PROJ.3HG00729170	transcript19302	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729180	transcript19303	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729190	transcript19310	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729200	transcript19311	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729210	transcript19314	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729220	transcript19316	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729230	transcript19318	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729240	transcript19330	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729250	transcript19335	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729260	transcript19341	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729270	transcript19346	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729280	transcript19355	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729290	transcript19357	3.32	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729300	transcript19360	44.00	22.00	46.00	2.00	4.00	5.00
HORVU.RGT_PLANET.PROJ.3HG00729310	transcript19376	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729320	transcript19377	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729330	transcript19383	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729340	transcript19386	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729350	transcript19391	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729360	transcript19392	1.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729370	transcript19396	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729380	transcript19397	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729390	transcript19399	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729400	transcript19400	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729410	transcript19401	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729420	transcript19409	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729430	transcript19411	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729440	transcript19412	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729480	transcript19426	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729490	transcript19433	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729500	transcript19436	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729510	transcript19439	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729530	transcript19451	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729540	transcript19455	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729550	transcript19468	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729560	transcript19471	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729570	transcript19473	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729580	transcript19476	3.00	1.00	6.00	1.00	3.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729600	transcript19479	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729610	transcript19482	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729620	transcript19483	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729630	transcript19485	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729640	transcript19489	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729660	transcript19492	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729680	transcript19502	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729690	transcript19510	2.00	0.00	2.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729700	transcript19513	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729710	transcript19514	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729720	transcript19515	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729730	transcript19518	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729740	transcript19519	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729750	transcript19523	0.00	0.00	0.00	1.00	1.00	2.00
HORVU.RGT_PLANET.PROJ.3HG00729760	transcript19529	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729770	transcript19531	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729790	transcript19540	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729800	transcript19541	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729810	transcript19544	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729820	transcript19545	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729830	transcript19551	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729840	transcript19554	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729850	transcript19564	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729860	transcript19565	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729870	transcript19566	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729880	transcript19569	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729890	transcript19570	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729900	transcript19571	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729920	transcript19586	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729930	transcript19588	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729940	transcript19589	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729950	transcript19602	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729960	transcript19604	0.00	0.00	0.00	0.00	0.00	2.00
HORVU.RGT_PLANET.PROJ.3HG00729970	transcript19608	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729980	transcript19612	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00729990	transcript19614	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730000	transcript19615	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730010	transcript19617	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730020	transcript19620	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730030	transcript19624	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730040	transcript19625	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730050	transcript19629	1.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730070	transcript19632	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730080	transcript19639	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730090	transcript19641	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730110	transcript19651	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730130	transcript19660	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730140	transcript19663	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730150	transcript19667	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730160	transcript19668	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730170	transcript19670	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730180	transcript19679	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730190	transcript19682	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730200	transcript19686	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730210	transcript19692	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730220	transcript19693	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730230	transcript19694	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730240	transcript19695	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730260	transcript19699	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730270	transcript19702	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730280	transcript19711	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730290	transcript19712	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730310	transcript19721	1.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730320	transcript19722	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730330	transcript19724	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730340	transcript19729	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730350	transcript19730	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730360	transcript19732	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730370	transcript19733	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730380	transcript19744	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730390	transcript19746	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730400	transcript19747	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730410	transcript19748	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730420	transcript19750	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730430	transcript19754	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730440	transcript19756	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730450	transcript19762	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730460	transcript19770	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730470	transcript19772	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730480	transcript19774	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730490	transcript19776	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730500	transcript19777	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730510	transcript19784	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730520	transcript19785	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730530	transcript19786	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730540	transcript19793	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730550	transcript19796	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730560	transcript19798	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730570	transcript19802	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730580	transcript19805	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730590	transcript19810	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730600	transcript19814	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730610	transcript19824	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730620	transcript19825	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730630	transcript19827	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730640	transcript19828	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730650	transcript19833	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730660	transcript19834	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730670	transcript19836	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730680	transcript19837	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730690	transcript19842	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730700	transcript19844	0.00	0.00	0.00	0.47	1.02	0.00
HORVU.RGT_PLANET.PROJ.3HG00730710	transcript19850	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730720	transcript19856	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730730	transcript19865	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730740	transcript19877	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730750	transcript19879	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730760	transcript19880	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730780	transcript19883	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730790	transcript19888	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730800	transcript19889	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730810	transcript19892	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730820	transcript19894	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730830	transcript19898	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730840	transcript19900	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730850	transcript19901	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730860	transcript19904	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730880	transcript19918	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730890	transcript19919	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730900	transcript19920	1.00	1.00	2.00	1.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730910	transcript19926	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730920	transcript19927	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730930	transcript19932	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730940	transcript19938	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730950	transcript19942	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730960	transcript19944	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730970	transcript19948	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730980	transcript19949	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00730990	transcript19950	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731000	transcript19955	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731010	transcript19956	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731020	transcript19962	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731030	transcript19963	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731040	transcript19967	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731050	transcript19969	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731060	transcript19974	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731070	transcript19976	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731080	transcript19977	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731090	transcript19978	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731100	transcript19979	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731110	transcript19980	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731120	transcript19984	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731130	transcript19996	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731140	transcript20000	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731150	transcript20003	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731160	transcript20005	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731170	transcript20011	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731180	transcript20013	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731190	transcript20014	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731200	transcript20016	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731210	transcript20017	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731220	transcript20018	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731230	transcript20019	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731240	transcript20021	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731250	transcript20024	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731260	transcript20026	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731270	transcript20030	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731280	transcript20035	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731290	transcript20043	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731300	transcript20044	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731310	transcript20046	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731320	transcript20049	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731330	transcript20053	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731340	transcript20055	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731350	transcript20060	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731360	transcript20061	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731370	transcript20067	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731380	transcript20071	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731390	transcript20074	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731400	transcript20075	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731410	transcript20077	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731420	transcript20079	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731430	transcript20085	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731440	transcript20089	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731450	transcript20091	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731460	transcript20093	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731470	transcript20094	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731480	transcript20096	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731490	transcript20099	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731500	transcript20101	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.3HG00731510	transcript20104	0.00	0.00	0.00	0.00	0.00	0.00
